Apollo,http://apollo.lib.virginia.edu/api/aries
TrackSys,http://tracksys.lib.virginia.edu/api/aries
IIIF,http://docker1.lib.virginia.edu:8419/api/aries
Archivematica,http://docker1.lib.virginia.edu:8423/api/aries
